,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
555,BOEDO,-34.63042135528465,-58.41914192972315,Pizzería San Antonio,-34.63153061951951,-58.41608226299286,Pizza Place
556,BOEDO,-34.63042135528465,-58.41914192972315,La Tacita,-34.632665,-58.416184,Argentinian Restaurant
557,BOEDO,-34.63042135528465,-58.41914192972315,Roque - Almacén de Comidas,-34.633165678461154,-58.420418332649774,Argentinian Restaurant
558,BOEDO,-34.63042135528465,-58.41914192972315,Martita,-34.62717431726518,-58.41737456894125,Argentinian Restaurant
559,BOEDO,-34.63042135528465,-58.41914192972315,Esquina Homero Manzi,-34.62542907812041,-58.41622180287027,Argentinian Restaurant
560,BOEDO,-34.63042135528465,-58.41914192972315,La Pituca,-34.633068734161384,-58.41927761150079,Argentinian Restaurant
561,BOEDO,-34.63042135528465,-58.41914192972315,Boedo Antiguo y Todo el Cielo,-34.634607,-58.422203,Argentinian Restaurant
562,BOEDO,-34.63042135528465,-58.41914192972315,El Puente,-34.62492771543876,-58.42178933495183,Cheese Shop
563,BOEDO,-34.63042135528465,-58.41914192972315,Estadio Polideportivo Roberto Pando,-34.63530889228239,-58.42263221740723,Stadium
564,BOEDO,-34.63042135528465,-58.41914192972315,Farmacity,-34.632878057998276,-58.42540854199556,Pharmacy
565,BOEDO,-34.63042135528465,-58.41914192972315,Le Blé,-34.62664117599596,-58.42407166622866,Bakery
566,BOEDO,-34.63042135528465,-58.41914192972315,La Taberna de Roberto,-34.633104252403676,-58.417869659204094,Argentinian Restaurant
567,BOEDO,-34.63042135528465,-58.41914192972315,Garay,-34.632033916341456,-58.42100008895494,BBQ Joint
568,BOEDO,-34.63042135528465,-58.41914192972315,Club Estrella de Boedo,-34.62873222321161,-58.422989839604455,Soccer Field
569,BOEDO,-34.63042135528465,-58.41914192972315,The Prancing Pony,-34.6244953402191,-58.418413556939676,Brewery
570,BOEDO,-34.63042135528465,-58.41914192972315,Nuevo Tobago,-34.62606951406979,-58.42026714343024,Breakfast Spot
571,BOEDO,-34.63042135528465,-58.41914192972315,Quintino futbol,-34.628250514203366,-58.42128911168395,Soccer Field
572,BOEDO,-34.63042135528465,-58.41914192972315,Farmacity,-34.62485514817897,-58.41611081934062,Pharmacy
573,BOEDO,-34.63042135528465,-58.41914192972315,Miño,-34.62557586230875,-58.416030196184,Pizza Place
574,BOEDO,-34.63042135528465,-58.41914192972315,Av. Garay y Boedo,-34.631369509437235,-58.41592937707901,Intersection
575,BOEDO,-34.63042135528465,-58.41914192972315,CUGON CLUB FEFI,-34.627357482910156,-58.41781234741211,Soccer Field
576,BOEDO,-34.63042135528465,-58.41914192972315,San Marino,-34.632524,-58.416027,Ice Cream Shop
577,BOEDO,-34.63042135528465,-58.41914192972315,El Refran (cantina Estrella de Boedo),-34.62879202208445,-58.4229592518387,Restaurant
578,BOEDO,-34.63042135528465,-58.41914192972315,A.PA.NO.VI,-34.62764860305535,-58.41590142063361,Soccer Field
579,BOEDO,-34.63042135528465,-58.41914192972315,Carrefour Express,-34.625986909232786,-58.420147438215714,Convenience Store
580,BOEDO,-34.63042135528465,-58.41914192972315,La parada del 7,-34.626194934597095,-58.42152541650837,Bus Stop
581,BOEDO,-34.63042135528465,-58.41914192972315,Esquina sur,-34.625608007361805,-58.416092697391555,Café
582,BOEDO,-34.63042135528465,-58.41914192972315,Estación Boedo [Línea E],-34.6254920880255,-58.416152000427246,Metro Station
583,BOEDO,-34.63042135528465,-58.41914192972315,"Parada Líneas 85, 112, 15",-34.63166169764047,-58.425882436031905,Bus Stop
584,BOEDO,-34.63042135528465,-58.41914192972315,"Chino ""jazmín""",-34.62884600131729,-58.4258044069149,Convenience Store
585,BOEDO,-34.63042135528465,-58.41914192972315,Autoseguro,-34.633084,-58.425379,Auto Workshop
586,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Nike Factory Store,-34.635826,-58.49025,Sporting Goods Shop
587,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,El Águila,-34.63230408604546,-58.4859237661944,Deli / Bodega
588,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Puerto Deseado,-34.63005362881363,-58.48713994054578,Argentinian Restaurant
589,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,El Boliche de Darío,-34.633981297342906,-58.4969964333583,BBQ Joint
590,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Club Vélez Sarsfield Norte,-34.6341870635313,-58.48883776818703,Sports Club
591,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Mi Vaca Y Yo,-34.62941382033012,-58.48822836561277,Argentinian Restaurant
592,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Metrobus - Estación Carrasco,-34.629508996365985,-58.494805097579956,Bus Stop
593,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,El Viejo Bodegón,-34.627693620676126,-58.49014810728506,Argentinian Restaurant
594,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Si No Corro me Pizza,-34.63361175777341,-58.4976919584822,Pizza Place
595,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Los Palenques,-34.626281834911886,-58.489309003459496,BBQ Joint
596,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Homero Fútbol,-34.628407389700534,-58.49603709198704,Soccer Field
597,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Freedom Gym,-34.63654915224688,-58.49272370338439,Gym
598,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,La Fábrica,-34.62720481558369,-58.48902225494385,Sandwich Place
599,VELEZ SARSFIELD,-34.631335253447105,-58.492919644766246,Luz y Fuerza,-34.62598008744214,-58.491863973158985,Tennis Court
600,VILLA LURO,-34.635048412111004,-58.5020939390504,El Bodegón de Villa Luro,-34.63790856179322,-58.50199341773987,Argentinian Restaurant
601,VILLA LURO,-34.635048412111004,-58.5020939390504,De Pan & Cía.,-34.63774424146116,-58.499368929283555,Bakery
602,VILLA LURO,-34.635048412111004,-58.5020939390504,Hawaiian Love Bar,-34.63472992534552,-58.506692811913936,Bar
603,VILLA LURO,-34.635048412111004,-58.5020939390504,Bonafide,-34.63791697527724,-58.5035303235054,Coffee Shop
604,VILLA LURO,-34.635048412111004,-58.5020939390504,El Argentino,-34.638116002199595,-58.503334522247314,Pizza Place
605,VILLA LURO,-34.635048412111004,-58.5020939390504,Coto,-34.638098347717126,-58.502604961395264,Supermarket
606,VILLA LURO,-34.635048412111004,-58.5020939390504,El Boliche de Darío,-34.633981297342906,-58.4969964333583,BBQ Joint
607,VILLA LURO,-34.635048412111004,-58.5020939390504,Lo de Osvaldo,-34.637162654768396,-58.49736928939819,BBQ Joint
608,VILLA LURO,-34.635048412111004,-58.5020939390504,Grill Asturias,-34.63812924305899,-58.504718542099,Spanish Restaurant
609,VILLA LURO,-34.635048412111004,-58.5020939390504,Chungo,-34.63896560668945,-58.50335693359375,Ice Cream Shop
610,VILLA LURO,-34.635048412111004,-58.5020939390504,Club Amigos de Villa Luro,-34.638446553534536,-58.50022378881702,Sports Club
611,VILLA LURO,-34.635048412111004,-58.5020939390504,AXION energy,-34.63217915292826,-58.50130155646419,Gas Station
612,VILLA LURO,-34.635048412111004,-58.5020939390504,7 Vidas - Drinks & Beer,-34.638638,-58.50438,Brewery
613,VILLA LURO,-34.635048412111004,-58.5020939390504,Restaurant Entre Amigos,-34.6344360065976,-58.50633434218538,Argentinian Restaurant
614,VILLA LURO,-34.635048412111004,-58.5020939390504,Si No Corro me Pizza,-34.63361175777341,-58.4976919584822,Pizza Place
615,VILLA LURO,-34.635048412111004,-58.5020939390504,Vicente,-34.63264598736196,-58.501291588360914,Argentinian Restaurant
616,VILLA LURO,-34.635048412111004,-58.5020939390504,Sandro Nature - Helados & Café,-34.63293935690609,-58.50305142919746,Ice Cream Shop
617,VILLA LURO,-34.635048412111004,-58.5020939390504,"Parada Líneas 1, 2, 8 y 46",-34.63760313789881,-58.499842286109924,Bus Stop
618,VILLA LURO,-34.635048412111004,-58.5020939390504,Supermercado Sol,-34.6373426308084,-58.49867915535699,Convenience Store
619,VILLA LURO,-34.635048412111004,-58.5020939390504,AlmaViva,-34.63875255005271,-58.49963179667426,Dance Studio
620,VILLA LURO,-34.635048412111004,-58.5020939390504,Boule Bar,-34.639400983963085,-58.50561266855437,Café
621,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,El Soñado,-34.638783095306835,-58.40150650983244,Restaurant
622,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,El Globito,-34.63705407840039,-58.40581342577934,Pizza Place
623,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Honest Food Co.,-34.63936063374209,-58.403390049934394,Burger Joint
624,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Parque de los Patricios,-34.638825764452605,-58.40680718421935,Park
625,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Sede Social Club Atletico Huracán,-34.636933633215335,-58.40844855033856,Athletics & Sports
626,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Ozono Drinks,-34.632131441526596,-58.406234658492224,Wine Shop
627,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,cheLA,-34.6430165598041,-58.406287658751566,Event Space
628,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Torres Blancas,-34.63550330087713,-58.39657553662826,Pizza Place
629,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Quality Padel,-34.63273385165697,-58.39651382294506,Athletics & Sports
630,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Freddo,-34.637225,-58.40556,Ice Cream Shop
631,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Havanna,-34.636859786891826,-58.405735977429906,Café
632,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Estadio Tomás Adolfo Ducó (Club Atlético Huracán),-34.643456310632345,-58.39653968811035,Soccer Stadium
633,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Starbucks,-34.63708851885719,-58.406053483486176,Coffee Shop
634,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Galileo,-34.636238486212626,-58.40576312870088,Bakery
635,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Faricci Helados & Cafe,-34.63713528995055,-58.4050315618515,Ice Cream Shop
636,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Huracan Gimnasio,-34.63748201952143,-58.40810776105868,Gym
637,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Subway,-34.63599601309926,-58.40586971810001,Sandwich Place
638,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,El Codo,-34.637549,-58.408986,Snack Place
639,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,La Quintana,-34.63704671010162,-58.40547481210758,Restaurant
640,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Parque Florentino Ameghino,-34.63546637942332,-58.39653515386669,Park
641,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,El Pipi,-34.63773464168425,-58.39797092935162,Argentinian Restaurant
642,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Estación Parque Patricios [Línea H],-34.63772760271713,-58.405916690826416,Metro Station
643,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,El Codo de Oro,-34.63210550067152,-58.398976705823394,Pizza Place
644,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Carrefour Express,-34.635220616844876,-58.405659198760986,Grocery Store
645,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Estación 21 - Parque Patricios [Ecobici],-34.640375744929194,-58.40641021728515,Bike Rental / Bike Share
646,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Supermercado GOU HUAHUA,-34.63587385285789,-58.40750455856323,Grocery Store
647,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,Metrobus - Estación Jujuy,-34.63178779997863,-58.400854550553824,Bus Stop
648,PARQUE PATRICIOS,-34.63791795384065,-58.401658964258544,E & E Caffé,-34.634985578546214,-58.39358295040173,Café
649,MATADEROS,-34.6589590220091,-58.50229572215315,El Cedrón,-34.653599,-58.504791,Pizza Place
650,MATADEROS,-34.6589590220091,-58.50229572215315,Havanna,-34.65293789223877,-58.50613826270502,Café
651,MATADEROS,-34.6589590220091,-58.50229572215315,La Ochavita,-34.65280454773406,-58.5022036875004,Restaurant
652,MATADEROS,-34.6589590220091,-58.50229572215315,Club José Hernández,-34.65328055129266,-58.50252613436051,Sports Club
653,MATADEROS,-34.6589590220091,-58.50229572215315,Zidane,-34.65065,-58.501266,Gastropub
654,MATADEROS,-34.6589590220091,-58.50229572215315,Polideportivo Club Atlético Nueva Chicago,-34.66077782866008,-58.499550375855705,Soccer Field
655,MATADEROS,-34.6589590220091,-58.50229572215315,La Boulevard,-34.65459450966716,-58.50537159634283,Dessert Shop
656,MATADEROS,-34.6589590220091,-58.50229572215315,Los Cabritos,-34.65403978009957,-58.50531399250031,BBQ Joint
657,MATADEROS,-34.6589590220091,-58.50229572215315,Heladeria Fresh,-34.64878185404472,-58.500246224136724,Ice Cream Shop
658,MATADEROS,-34.6589590220091,-58.50229572215315,Estadio Nueva Chicago,-34.66777904962868,-58.499836921691895,Soccer Stadium
659,MATADEROS,-34.6589590220091,-58.50229572215315,Farmacity,-34.65127040823539,-58.502247430680875,Pharmacy
660,MATADEROS,-34.6589590220091,-58.50229572215315,Café Gabanna,-34.65051988508215,-58.50118863658993,Café
661,MATADEROS,-34.6589590220091,-58.50229572215315,All Verdi,-34.65295274978103,-58.50408880586718,Pizza Place
662,MATADEROS,-34.6589590220091,-58.50229572215315,Confitería San José,-34.653768430005705,-58.504561485845855,Dessert Shop
663,MATADEROS,-34.6589590220091,-58.50229572215315,Pizzería La Paz,-34.65703385097045,-58.50919774348064,Pizza Place
664,MATADEROS,-34.6589590220091,-58.50229572215315,Librería Los Pibes,-34.652933054280844,-58.50613686956401,Paper / Office Supplies Store
665,MATADEROS,-34.6589590220091,-58.50229572215315,Dia %,-34.65205081213519,-58.50555007267841,Grocery Store
666,MATADEROS,-34.6589590220091,-58.50229572215315,Librería Los Pibes,-34.651108121403134,-58.50407765119707,Paper / Office Supplies Store
667,MATADEROS,-34.6589590220091,-58.50229572215315,Pizzería El Rancho,-34.655294952500014,-58.511690942844204,Pizza Place
668,MATADEROS,-34.6589590220091,-58.50229572215315,El Tangal,-34.64886145991967,-58.500106669118566,Deli / Bodega
669,VILLA LUGANO,-34.6746538240824,-58.47658352827055,Restaurante Piuke,-34.67309,-58.478252,Argentinian Restaurant
670,VILLA LUGANO,-34.6746538240824,-58.47658352827055,El Litoral,-34.6684135551118,-58.47450945416961,Pizza Place
671,VILLA LUGANO,-34.6746538240824,-58.47658352827055,La Moderna,-34.6760751139324,-58.4766851306825,Dessert Shop
672,VILLA LUGANO,-34.6746538240824,-58.47658352827055,Nicolo,-34.67133928377786,-58.47845830842519,Ice Cream Shop
673,VILLA LUGANO,-34.6746538240824,-58.47658352827055,Viva Lugano,-34.67978334327524,-58.477896451950066,Pizza Place
674,VILLA LUGANO,-34.6746538240824,-58.47658352827055,Club Social y Deportivo Yupanqui,-34.68512054050277,-58.48120428789486,Gym / Fitness Center
675,VILLA LUGANO,-34.6746538240824,-58.47658352827055,Fedex,-34.67557468005938,-58.490014374181634,Shipping Store
676,VILLA LUGANO,-34.6746538240824,-58.47658352827055,Farmacia Belen,-34.6858207479697,-58.47521865534899,Pharmacy
677,VILLA LUGANO,-34.6746538240824,-58.47658352827055,Air Computers,-34.675045,-58.490331,Electronics Store
678,SAN TELMO,-34.6225593888346,-58.3704401615249,Mash - British Curry House,-34.62356743446115,-58.37121963500976,English Restaurant
679,SAN TELMO,-34.6225593888346,-58.3704401615249,Museo de Arte Moderno de Buenos Aires (MAMBA),-34.622082,-58.371136,Art Museum
680,SAN TELMO,-34.6225593888346,-58.3704401615249,Sagardi Argentina,-34.62060384964438,-58.370402221878024,Spanish Restaurant
681,SAN TELMO,-34.6225593888346,-58.3704401615249,La Casa del Dulce de Leche,-34.62017878593085,-58.37147549885683,Deli / Bodega
682,SAN TELMO,-34.6225593888346,-58.3704401615249,Amici Miei,-34.62037576605568,-58.37128400802612,Italian Restaurant
683,SAN TELMO,-34.6225593888346,-58.3704401615249,Plaza Dorrego,-34.62046092318359,-58.37169918081251,Plaza
684,SAN TELMO,-34.6225593888346,-58.3704401615249,Doppelgänger Bar,-34.624313121763,-58.37268658478786,Cocktail Bar
685,SAN TELMO,-34.6225593888346,-58.3704401615249,Dobar Tek,-34.622006804778096,-58.37349560039152,Eastern European Restaurant
686,SAN TELMO,-34.6225593888346,-58.3704401615249,Museo de Arte Contemporáneo de Buenos Aires (MACBA),-34.6220091386664,-58.37018430233002,Art Museum
687,SAN TELMO,-34.6225593888346,-58.3704401615249,O'Xantar,-34.62393394875995,-58.37121114831449,Restaurant
688,SAN TELMO,-34.6225593888346,-58.3704401615249,"Anselmo Hotel, Curio Collection by Hilton",-34.620256418785765,-58.37228969766426,Hotel
689,SAN TELMO,-34.6225593888346,-58.3704401615249,Starbucks,-34.6206700890306,-58.37143456431899,Coffee Shop
690,SAN TELMO,-34.6225593888346,-58.3704401615249,Café San Juan,-34.621857490759915,-58.37217865694925,Tapas Restaurant
691,SAN TELMO,-34.6225593888346,-58.3704401615249,Havanna,-34.620403250048916,-58.371521009518176,Café
692,SAN TELMO,-34.6225593888346,-58.3704401615249,Espiche Beer House,-34.62059435903337,-58.37243012468198,Bar
693,SAN TELMO,-34.6225593888346,-58.3704401615249,Feria de San Pedro Telmo,-34.61950609238871,-58.3715844154358,Street Fair
694,SAN TELMO,-34.6225593888346,-58.3704401615249,Naturaleza Sabia,-34.61890750184887,-58.37005790178835,Vegetarian / Vegan Restaurant
695,SAN TELMO,-34.6225593888346,-58.3704401615249,Alice's Tea House,-34.61961531209214,-58.371052456343754,Coffee Shop
696,SAN TELMO,-34.6225593888346,-58.3704401615249,Pulpería Quilapán,-34.62354620706487,-58.37110609607592,Argentinian Restaurant
697,SAN TELMO,-34.6225593888346,-58.3704401615249,Hipopótamo Bar,-34.625324394348276,-58.37112220971089,Bar
698,SAN TELMO,-34.6225593888346,-58.3704401615249,Club Sueco,-34.62418544735218,-58.366493582725525,Scandinavian Restaurant
699,SAN TELMO,-34.6225593888346,-58.3704401615249,El Hornero,-34.619274,-58.372406,Empanada Restaurant
700,SAN TELMO,-34.6225593888346,-58.3704401615249,Restaurant Manolo,-34.62306895622882,-58.37288478184248,Argentinian Restaurant
701,SAN TELMO,-34.6225593888346,-58.3704401615249,Choripanería,-34.61944,-58.372097,BBQ Joint
702,SAN TELMO,-34.6225593888346,-58.3704401615249,Mercado de San Telmo,-34.61922647804121,-58.37253323998653,Flea Market
703,SAN TELMO,-34.6225593888346,-58.3704401615249,Café Rivas,-34.618479211711595,-58.370183050586746,Café
704,SAN TELMO,-34.6225593888346,-58.3704401615249,Saigón,-34.61941692624428,-58.37283913793508,Vietnamese Restaurant
705,SAN TELMO,-34.6225593888346,-58.3704401615249,Nápoles,-34.62653948673453,-58.37173675043276,Italian Restaurant
706,SAN TELMO,-34.6225593888346,-58.3704401615249,Coffee Town,-34.61930073020125,-58.37257566734695,Coffee Shop
707,SAN TELMO,-34.6225593888346,-58.3704401615249,Pasaje de la Defensa,-34.621565482529256,-58.37159782648086,Shopping Plaza
708,SAN TELMO,-34.6225593888346,-58.3704401615249,Iglesia Nuestra Señora de Belén,-34.62069603028929,-58.37060754560595,Church
709,SAN TELMO,-34.6225593888346,-58.3704401615249,El Maipú,-34.62189126591401,-58.372131707490226,Argentinian Restaurant
710,SAN TELMO,-34.6225593888346,-58.3704401615249,Cervelar,-34.61945125891058,-58.37151256275379,Beer Bar
711,SAN TELMO,-34.6225593888346,-58.3704401615249,Pasaje Solar,-34.61963195382888,-58.369908097897806,Bistro
712,SAN TELMO,-34.6225593888346,-58.3704401615249,Hotel Babel,-34.61879233856777,-58.370113493263354,Hotel
713,SAN TELMO,-34.6225593888346,-58.3704401615249,Bar Defensa,-34.62304966618097,-58.37129783286658,Argentinian Restaurant
714,SAN TELMO,-34.6225593888346,-58.3704401615249,Don Ernesto,-34.61947482605149,-58.37124404420635,Argentinian Restaurant
715,SAN TELMO,-34.6225593888346,-58.3704401615249,Nuestra Parrilla,-34.619531752306955,-58.37253928184509,BBQ Joint
716,SAN TELMO,-34.6225593888346,-58.3704401615249,Babieca Parrilla,-34.625515,-58.37245,BBQ Joint
717,SAN TELMO,-34.6225593888346,-58.3704401615249,De Lucia,-34.619074,-58.37258,Tapas Restaurant
718,SAN TELMO,-34.6225593888346,-58.3704401615249,Bier Life,-34.621094228886406,-58.37523307639551,Beer Bar
719,SAN TELMO,-34.6225593888346,-58.3704401615249,Bar Plaza Dorrego,-34.62061856672117,-58.37140738964081,Bar
720,SAN TELMO,-34.6225593888346,-58.3704401615249,Shokudo,-34.618478574381406,-58.371535184933215,Japanese Restaurant
721,SAN TELMO,-34.6225593888346,-58.3704401615249,Je Suis Raclette,-34.619191,-58.372526,Swiss Restaurant
722,SAN TELMO,-34.6225593888346,-58.3704401615249,Babieca San Telmo,-34.625498,-58.372499,BBQ Joint
723,SAN TELMO,-34.6225593888346,-58.3704401615249,Heladería Florencia,-34.62543911650647,-58.371219635009766,Ice Cream Shop
724,SAN TELMO,-34.6225593888346,-58.3704401615249,Volta,-34.619313,-58.371599,Ice Cream Shop
725,SAN TELMO,-34.6225593888346,-58.3704401615249,Bar Sur,-34.61842178219965,-58.37017777763898,Bar
726,SAN TELMO,-34.6225593888346,-58.3704401615249,Parque Lezama,-34.6266397959671,-58.36954593658447,Park
727,SAN TELMO,-34.6225593888346,-58.3704401615249,Persicco,-34.619527500116156,-58.371665713201985,Ice Cream Shop
728,SAN TELMO,-34.6225593888346,-58.3704401615249,Lo del Francés,-34.621922848124626,-58.37270127944314,Bistro
729,SAN TELMO,-34.6225593888346,-58.3704401615249,Patio Ezeiza,-34.62163491684007,-58.37168737935136,Café
730,SAN TELMO,-34.6225593888346,-58.3704401615249,Lo De Pepin,-34.61862,-58.371315,Pizza Place
731,SAN TELMO,-34.6225593888346,-58.3704401615249,Mercadito Latino - Bar Comedor,-34.619522716278134,-58.37269378816193,South American Restaurant
732,SAN TELMO,-34.6225593888346,-58.3704401615249,Da Vinci,-34.62532390334257,-58.370813280344,Pizza Place
733,SAN TELMO,-34.6225593888346,-58.3704401615249,Il Sorpasso,-34.62074562243306,-58.3725150275936,Restaurant
734,SAN TELMO,-34.6225593888346,-58.3704401615249,La Fábrica del Taco,-34.619466,-58.372777,Taco Place
735,SAN TELMO,-34.6225593888346,-58.3704401615249,Origen Café,-34.62068,-58.374344,Vegetarian / Vegan Restaurant
736,SAN TELMO,-34.6225593888346,-58.3704401615249,Torquato Tasso,-34.62611833301559,-58.37121707389287,Music Venue
737,SAN TELMO,-34.6225593888346,-58.3704401615249,Kentucky,-34.621888,-58.371405,Pizza Place
738,SAN TELMO,-34.6225593888346,-58.3704401615249,Drusila,-34.62046764409878,-58.371921355491104,Breakfast Spot
739,SAN TELMO,-34.6225593888346,-58.3704401615249,Freddo,-34.61847940467696,-58.371602199234715,Ice Cream Shop
740,SAN TELMO,-34.6225593888346,-58.3704401615249,Funes Birreria,-34.620327,-58.371818,Beer Bar
741,SAN TELMO,-34.6225593888346,-58.3704401615249,Iceland,-34.62068152232383,-58.37149492108838,Ice Cream Shop
742,SAN TELMO,-34.6225593888346,-58.3704401615249,Discos Eureka,-34.6226798464895,-58.37150354129449,Record Shop
743,SAN TELMO,-34.6225593888346,-58.3704401615249,Farmacity,-34.62177073342762,-58.37113865153891,Pharmacy
744,SAN TELMO,-34.6225593888346,-58.3704401615249,Dylan,-34.6205934167978,-58.37430014031096,Ice Cream Shop
745,SAN TELMO,-34.6225593888346,-58.3704401615249,Rosa De Los Vientos,-34.6239154699406,-58.37120665502469,Tapas Restaurant
746,SAN TELMO,-34.6225593888346,-58.3704401615249,Bar Británico,-34.62529577599287,-58.371087407872125,Restaurant
747,SAN TELMO,-34.6225593888346,-58.3704401615249,Todo Disfraz,-34.6212719177117,-58.36858034133911,Clothing Store
748,SAN TELMO,-34.6225593888346,-58.3704401615249,Nikkei Fútbol 5,-34.62285464553685,-58.375380786661545,Soccer Field
749,SAN TELMO,-34.6225593888346,-58.3704401615249,Mansion Vitraux Boutique Hotel,-34.619429948796025,-58.371122821364374,Hotel
750,SAN TELMO,-34.6225593888346,-58.3704401615249,L'Ago,-34.61921896614377,-58.37157596231163,Gift Shop
751,SAN TELMO,-34.6225593888346,-58.3704401615249,Café del Árbol,-34.620587914071166,-58.371788511455854,Café
752,SAN TELMO,-34.6225593888346,-58.3704401615249,Club Atlético San Telmo,-34.622973497646555,-58.3729241158431,Sports Club
753,SAN TELMO,-34.6225593888346,-58.3704401615249,Todo Mundo!,-34.62060382475414,-58.37202193536761,Bar
754,SAN TELMO,-34.6225593888346,-58.3704401615249,Antigua Tasca de Cuchilleros,-34.6193876,-58.3704036,Argentinian Restaurant
755,SAN TELMO,-34.6225593888346,-58.3704401615249,Jhabibi,-34.620691364841335,-58.37328232935215,Middle Eastern Restaurant
756,SAN TELMO,-34.6225593888346,-58.3704401615249,Museo Histórico Nacional,-34.626679674011584,-58.37061689136638,History Museum
757,SAN TELMO,-34.6225593888346,-58.3704401615249,Del Establo,-34.62501869821316,-58.37118552605944,Argentinian Restaurant
758,SAN TELMO,-34.6225593888346,-58.3704401615249,Tienda Palacio,-34.618791912530355,-58.371601355033704,Furniture / Home Store
759,SAN TELMO,-34.6225593888346,-58.3704401615249,Ribera Sur Hotel,-34.6210189836643,-58.36840855674967,Hotel
760,SAN TELMO,-34.6225593888346,-58.3704401615249,Avelino Pizza,-34.62544730018998,-58.37088698550659,Pizza Place
761,SAN TELMO,-34.6225593888346,-58.3704401615249,Funk & Deli,-34.620555,-58.374227,Deli / Bodega
762,SAN TELMO,-34.6225593888346,-58.3704401615249,Calle Defensa,-34.619038142380674,-58.37159514427185,Road
763,SAN TELMO,-34.6225593888346,-58.3704401615249,Lezama,-34.625469279534045,-58.37079522839768,Argentinian Restaurant
764,SAN TELMO,-34.6225593888346,-58.3704401615249,La Vieja Rotiseria de Nonno Bachicha,-34.61917386644135,-58.3716580910236,Argentinian Restaurant
765,SAN TELMO,-34.6225593888346,-58.3704401615249,Caracol,-34.620808,-58.372948,Argentinian Restaurant
766,SAN TELMO,-34.6225593888346,-58.3704401615249,Nefertiti,-34.62050849338189,-58.37171983566751,Argentinian Restaurant
767,SAN TELMO,-34.6225593888346,-58.3704401615249,La cuesta de San Fermín,-34.618942918313316,-58.368768289048575,Restaurant
768,SAN TELMO,-34.6225593888346,-58.3704401615249,Acacia,-34.620391,-58.372195,Restaurant
769,SAN TELMO,-34.6225593888346,-58.3704401615249,Los Chisperos,-34.61928529428456,-58.36940335191674,Café
770,SAAVEDRA,-34.55431388416555,-58.489032372256105,Panadería 9 de Julio,-34.55486364741684,-58.48449139442589,Bakery
771,SAAVEDRA,-34.55431388416555,-58.489032372256105,El Clú,-34.558809406552236,-58.494513009623255,Tennis Court
772,SAAVEDRA,-34.55431388416555,-58.489032372256105,Plazoleta Donado,-34.557846422380905,-58.48618984222412,Plaza
773,SAAVEDRA,-34.55431388416555,-58.489032372256105,Parque Saavedra,-34.551357,-58.48013,Park
774,SAAVEDRA,-34.55431388416555,-58.489032372256105,Hoyts Premium Class,-34.54664449243435,-58.48781843602504,Movie Theater
775,SAAVEDRA,-34.55431388416555,-58.489032372256105,Green Eat,-34.546336,-58.487989,Salad Place
